v_inf,re,im
1.0,-13.415321313544865,-74.73786144271833
1.0,-13.477870759620187,-74.72108622957055
1.0,-13.757712840480934,-74.70355766696966
1.0,-7.860181159669075,-74.52109711611688
1.0,-10.500018691675903,-74.48718392089978
1.0,-12.873923800443773,-74.44172543099914
1.0,-13.462779617361049,-74.37877693525353
1.0,-13.478248697560206,-74.03809778419244
1.0,-13.696014343111635,-73.94936484578078
1.0,-1084.709824101374,-73.87740786129166
1.0,-14.210223175121717,-73.66400491918576
1.0,-13.50057466611047,-73.63546430329893
1.0,-13.456793992967162,-73.59375491631802
1.0,-13.493497997380112,-73.57007362383966
1.0,-13.593896767812577,-73.48371684483118
1.0,-1028.6679840352406,-73.43230586986431
1.0,-1026.9208413429872,-73.42785474597856
1.0,-4.474161716896042,-73.36721271028802
1.0,-7.627880468366549,-73.36045412582178
1.0,-11.511387370988809,-73.34098488820882
1.0,-13.201159448659887,-73.33508027568736
1.0,-13.57785601259499,-73.31453166479228
1.0,-13.670344441137411,-73.29115235931492
1.0,-794.2617750554285,-73.25805078850453
1.0,-13.547593414455726,-73.00147451490761
1.0,-13.72376770213729,-72.92711199195352
1.0,-13.872562081850463,-72.62840661014725
1.0,-13.489108360980337,-72.54822583499872
1.0,-13.505941353747485,-72.47227232199154
1.0,-13.586933601029374,-72.46032460158565
1.0,-13.51513462873345,-72.41553528575119
1.0,-13.460012103847879,-72.41437848715893
1.0,-13.83856761125408,-72.38558250274964
1.0,-7.853244270371304,-72.24095233158886
1.0,-10.493291014897773,-72.20199622229684
1.0,-12.867605500111052,-72.15505150564225
1.0,-1017.0605499819862,-72.12166430968999
1.0,-13.483699277427364,-72.07478421721585
1.0,-1053.8238690990777,-71.82473363070363
1.0,-815.6623912414336,-71.73757893279215
1.0,-13.504577512738713,-71.72730238508323
1.0,-13.724185561968817,-71.67034567821338
1.0,-14.303002635372291,-71.36985991837355
1.0,-13.499271118553175,-71.32578449844068
1.0,-13.484414919644639,-71.27332039420943
1.0,-13.524621787041687,-71.25294815556094
1.0,-13.632235148129233,-71.15132044225912
1.0,-4.46792103001609,-71.08514016201799
1.0,-7.621133096123329,-71.07749565039481
1.0,-11.50760479381394,-71.05662916529808
1.0,-13.19514781329821,-71.04402497696299
1.0,-13.584304418214575,-70.9610505827551
1.0,-13.667086732210056,-70.95441294562063
1.0,-13.557082364536837,-70.6600016863123
1.0,-13.700167512190752,-70.6019103218637
1.0,-0.5393919829067676,-70.51965400744805
1.0,-13.917686751666709,-70.31709904673998
1.0,-13.516536096122794,-70.25317256459324
1.0,-13.547779108630687,-70.17885177951757
1.0,-13.616081857755724,-70.13552046477125
1.0,-13.547209894137563,-70.1286846039314
1.0,-13.943870672858006,-70.12234464236114
1.0,-13.51402385634932,-70.09885620753951
1.0,-7.845258791182584,-69.96102885926234
1.0,-10.48560969429226,-69.9167842775499
1.0,-12.860546809275863,-69.86596226637029
1.0,-13.501795355587044,-69.77366456709457
1.0,-13.53051038011806,-69.41450057380497
1.0,-13.734698159112913,-69.41213532922568
1.0,-14.433664668002956,-69.22256980557572
1.0,-13.502656058378665,-69.01416652319293
1.0,-13.516961813537822,-68.95289019507949
1.0,-1040.9480089943515,-68.94228327007956
1.0,-13.558366482825177,-68.93510155248055
1.0,-13.672161627709443,-68.81291078389286
1.0,-4.460850391345774,-68.80298030960367
1.0,-7.613556875441642,-68.7946233353866
1.0,-11.502943489193788,-68.77302592421485
1.0,-13.193106781547487,-68.75184159109507
1.0,-13.591376624792732,-68.60869927305981
1.0,-13.668819659902328,-68.59912720217594
1.0,-13.575389843515072,-68.31588487535436
1.0,-13.683236602579305,-68.28214044331611
1.0,-1019.4054307452853,-68.24584022921506
1.0,-14.023998650077633,-68.06428300287827
1.0,-13.540408116188743,-67.9752454021018
1.0,-13.923917920424465,-67.95352491967093
1.0,-13.584409228166638,-67.90005206377089
1.0,-13.568055276982843,-67.84557219141037
1.0,-13.658606670796786,-67.82085839671562
1.0,-13.566059907279232,-67.7953637957437
1.0,-7.836049132677488,-67.68149018471483
1.0,-10.476965650096874,-67.63147531566796
1.0,-12.854725684670395,-67.57568801253367
1.0,-13.51603778508211,-67.47112145151023
1.0,-990.755986463089,-67.39426047280139
1.0,-13.716485720839128,-67.16542349743104
1.0,-14.299567074508225,-67.10758265038876
1.0,-13.555256626245528,-67.0955519242419
1.0,-13.512536304929329,-66.70013474428278
1.0,-13.554358842621925,-66.63502622833812
1.0,-13.595184875302847,-66.61668123218347
1.0,-4.452951294068949,-66.52097566999564
1.0,-7.605118377082939,-66.51190907024271
1.0,-11.497288244130322,-66.49010090060034
1.0,-13.19462453134306,-66.46242352565083
1.0,-13.718696077444077,-66.460661131951
1.0,-405.0086744388265,-66.40966979921308
1.0,-13.601472991399223,-66.25651845589572
1.0,-13.6794932729427,-66.23212998004357
1.0,-13.602626096106208,-65.97417255694084
1.0,-13.666070565115287,-65.96687126031418
1.0,-13.962348289722078,-65.85942178021018
1.0,-13.548510949653485,-65.70551570726953
1.0,-13.884873221475013,-65.66685369970001
1.0,-13.605593959238682,-65.63230317392264
1.0,-13.599530126936392,-65.55993695801455
1.0,-13.70251427285115,-65.51847211662201
1.0,-13.606390061908419,-65.51036413255251
1.0,-7.825238704501704,-65.40239846597294
1.0,-10.467396834210428,-65.34601206359783
1.0,-12.850589657373886,-65.28636794971362
1.0,-13.53123192966007,-65.16433956993971
1.0,-13.682999775318004,-64.90395505886686
1.0,-14.183930240520546,-64.80506996253483
1.0,-700.4866968780292,-64.77504637289009
1.0,-13.57350364750106,-64.76898879755349
1.0,-13.53033205624054,-64.38346011943484
1.0,-13.59687143440046,-64.32603545020488
1.0,-13.640284726026804,-64.29553805461279
1.0,-4.443994032920927,-64.23922452017821
1.0,-7.59573411937093,-64.22942465717755
