v_inf,re,im
8.5,-115.06530770889364,-660.4910850502794
8.5,-117.2432735936883,-659.3115508890106
8.5,-4876.25780384798,-658.1913715957704
8.5,-117.83301214672886,-656.8039977088185
8.5,-114.32157558316577,-655.7568727975525
8.5,-114.07442714791695,-655.4190735466728
8.5,-115.1078037257211,-655.186418844502
8.5,-116.71066932050827,-655.1780915438554
8.5,-113.8463738196168,-655.0203394447803
8.5,-114.24992480713047,-654.8858465378329
8.5,-8827.804866074503,-653.4235668874488
8.5,-66.88806742480864,-652.7989521611471
8.5,-89.27591876528,-652.6422170749842
8.5,-109.6833866060823,-652.2139088403654
8.5,-114.21871619256505,-651.8105433065908
8.5,-114.52764060103488,-648.925519926972
8.5,-115.79931295148461,-648.2728829376747
8.5,-8715.144128485455,-647.3395213000956
8.5,-2470.248092768352,-646.3385473962978
8.5,-122.12671752621614,-646.2241521345736
8.5,-114.41456860985217,-645.3177370235974
8.5,-114.06910332639511,-645.2382185612469
8.5,-114.59981565027427,-644.922978378259
8.5,-115.19269361164997,-644.4708728824936
8.5,-97.55871769231602,-643.5012894525403
8.5,-115.34935579081935,-643.0669925320655
8.5,-38.08176282524114,-643.0517139977939
8.5,-64.89511771945688,-642.9625474632256
8.5,-111.74845424868364,-642.4977789145182
8.5,-115.99279524899983,-642.431248986668
8.5,-115.02728477334674,-640.637111680417
8.5,-116.88247078332651,-639.5744272921152
8.5,-118.1512780274537,-637.2388365842811
8.5,-7334.13613742523,-637.1669824093873
8.5,-114.47258693655704,-636.1319643767534
8.5,-114.39100040276168,-635.7189387627781
8.5,-115.40076195487859,-635.3930145248446
8.5,-116.99836580418821,-635.3132833422765
8.5,-114.19023665319511,-635.267515826797
8.5,-114.55754588100879,-635.1665659039048
8.5,-66.84837321910419,-633.4083623320138
8.5,-89.22731067067538,-633.2289689224444
8.5,-109.6963211906732,-632.808681193364
8.5,-114.40331885630454,-632.1872265202832
8.5,-2984.084411989231,-631.118656355451
8.5,-114.80345350936841,-629.3353899325698
8.5,-116.00113991165661,-628.5821282526166
8.5,-121.87209127002674,-627.2669828890262
8.5,-6.760004526012065,-627.1459241219127
8.5,-114.54129599828066,-625.5821140140445
8.5,-114.26706161248178,-625.5445395601422
8.5,-114.87164486355498,-625.2193918800698
8.5,-115.48325639154879,-624.6118891064643
8.5,-97.47931725085526,-624.171179759163
8.5,-38.03459903114132,-623.6514488201007
8.5,-7179.58743398221,-623.57290381339
8.5,-64.8463618438551,-623.5535778732204
8.5,-115.43574533473867,-623.1325497448906
8.5,-111.69169098153326,-622.9784736683199
8.5,-116.1212966154839,-622.6032362293463
8.5,-115.03420761156696,-620.7512631519076
8.5,-116.61536829187607,-619.8328299409654
8.5,-118.42362124448293,-617.8184422417233
8.5,-114.67011822481896,-616.583070375038
8.5,-114.71091527614828,-616.088845791752
8.5,-115.7487053459476,-615.6625523634993
8.5,-114.58595860087604,-615.5833225218074
8.5,-114.8932573213237,-615.5801840007741
8.5,-117.39147340976595,-615.5436357581825
8.5,-66.80331956499951,-614.0161156053465
8.5,-89.17175570563155,-613.8149650566351
8.5,-109.68478736204752,-613.4253147356486
8.5,-114.57602310218826,-612.5829512069413
8.5,-115.07202291933243,-609.7919332400802
8.5,-9240.114914627058,-609.5218538372546
8.5,-116.1724381638948,-609.0077879833121
8.5,-7622.157959447795,-608.8995213260832
8.5,-8892.322211553506,-608.3946416568084
8.5,-121.98286475864107,-608.1392468014812
8.5,-114.50529324439425,-605.8742583017491
8.5,-114.71054962728718,-605.8445510180914
8.5,-115.16624565249062,-605.5170353016716
8.5,-97.38031189135653,-604.8361442789219
8.5,-115.83759107481431,-604.7252919887267
8.5,-37.98480779764911,-604.2506756717945
8.5,-64.79062084815905,-604.1438268800723
8.5,-111.65135691986511,-603.4517808902649
8.5,-115.49123494096074,-603.1651125351923
8.5,-116.21979146158654,-602.7400088737425
8.5,-115.08685199884539,-600.8527248852977
8.5,-116.40264267996596,-600.0968080073377
8.5,-118.55092680812743,-598.5340616966657
8.5,-6819.342823249222,-597.7410115757938
8.5,-114.8805981019981,-597.1182440448811
8.5,-115.0160875914263,-596.5470770320112
8.5,-115.19574142900468,-596.1622300007098
8.5,-116.16501027535625,-596.035993114389
8.5,-114.98298564998731,-595.9606325787261
8.5,-117.90871827759757,-595.9086072983291
8.5,-66.75292459121498,-594.6229461645652
8.5,-89.1088485706982,-594.4005667762585
8.5,-109.64103075514639,-594.0543754162763
8.5,-114.74328073589335,-592.9845232244043
8.5,-8818.773045147062,-592.8889813700891
8.5,-8734.033350152982,-590.6199930500953
8.5,-115.31752380636803,-590.2845560820182
8.5,-116.29025010448215,-589.5195808161284
8.5,-122.1086267786706,-589.5125180106767
8.5,-114.76610620180166,-586.255004414466
8.5,-114.94057696841114,-586.1089945284673
8.5,-115.50314468381326,-585.8243251145942
8.5,-97.25895825273423,-585.4904232355972
8.5,-37.92801130512459,-584.8524212768306
8.5,-116.27719864426186,-584.8201939241102
8.5,-64.72782262449164,-584.7333128251316
8.5,-111.62781999645443,-583.9314812608186
8.5,-4.230725418995358,-583.8592921625161
8.5,-115.55120194682962,-583.1722231875548
8.5,-116.3072236132604,-582.7900771959798
8.5,-115.17397891661015,-580.9500494748761
8.5,-116.22557788688093,-580.3552774229769
8.5,-4.206551543115617,-579.884865703864
8.5,-118.43697285845437,-579.2793133654695
8.5,-115.04955791068703,-577.7322556014444
8.5,-115.30573165096487,-577.1017758356203
8.5,-115.43610178458273,-576.8099000467147
8.5,-116.5981212301085,-576.5965922002217
8.5,-118.5634934914342,-576.5851138850974
8.5,-115.30066320321468,-576.4326312709068
8.5,-66.69674982374445,-575.2293629129649
8.5,-89.03768012274499,-574.9856650010995
8.5,-109.56395621716094,-574.6832561679518
8.5,-114.9162758409891,-573.3879489155678
8.5,-4.157495754396613,-572.0353349974224
8.5,-8968.594635673864,-571.8428461284972
8.5,-121.30211463185857,-571.0092972247708
8.5,-115.54971197406478,-570.7912784503177
8.5,-116.31197288432793,-570.1131112196134
8.5,-115.02808061694148,-566.6721056067628
8.5,-115.23707836151036,-566.4201240065177
8.5,-115.89896473156347,-566.1666278984736
8.5,-97.11481448921703,-566.1248869050123
8.5,-37.86203561297121,-565.454961592084
8.5,-64.65785619574916,-565.3221540352328
8.5,-116.81183982637904,-564.9049424159489
8.5,-111.61208422648515,-564.4257266696826
8.5,-115.64737744105636,-563.1700652365091
8.5,-116.41149782159982,-562.7437798004668
8.5,-115.2854493968363,-561.0372796680153
8.5,-116.08987847622507,-560.600239560586
8.5,-4.082923349842626,-560.4759431251899
8.5,-118.11853839113469,-559.8824295528325
8.5,-115.13785627019476,-558.388344559355
8.5,-115.52348410334997,-557.7775031682463
8.5,-118.89722168275621,-557.767372844257
8.5,-115.61971896861016,-557.4190093773319
8.5,-116.90533017097864,-557.3459851623702
8.5,-115.53710288988582,-556.9858724677869
8.5,-66.63461603027115,-555.8359271377567
8.5,-88.95751510072648,-555.5693365685693
8.5,-109.46010893144651,-555.301130809981
8.5,-115.1063909683631,-553.7989211461545
8.5,-120.13643418869025,-551.4371456299681
8.5,-115.81547752832037,-551.3529728363427
8.5,-116.12456930961919,-550.6873126200638
8.5,-115.29516912716916,-547.1275531932683
8.5,-115.56530133809993,-546.7975641587858
8.5,-96.95342109824215,-546.727681146852
8.5,-116.3499213152511,-546.5800773845798
8.5,-37.785801872722686,-546.0579317020554
8.5,-64.58058654692363,-545.9106531180944
8.5,-3.9808072542021202,-545.3888849195383
8.5,-117.44332764381755,-544.9721590647096
8.5,-111.59510227308974,-544.9328231396375
8.5,-115.79326490963619,-543.1752812270377
8.5,-116.55042544815147,-542.624978898407
8.5,-115.41928206774558,-541.0985925451554
8.5,-116.00708855774405,-540.8447735890593
8.5,-117.74884476942302,-540.290434927261
8.5,-115.13915393043045,-539.0367095678928
8.5,-118.65884135303791,-538.8191510399383
8.5,-115.6078131583105,-538.4813245745835
8.5,-117.00028327044727,-538.1586509882926
8.5,-115.79368278511616,-538.0356871986444
8.5,-115.69848731663167,-537.5695677717829
8.5,-8642.452855675443,-537.5244307837372
8.5,-9142.223474979426,-537.2225976737453
8.5,-66.56613870993776,-536.4442399654256
8.5,-88.86855974925685,-536.1501861790567
8.5,-109.34086196933514,-535.9043467299842
8.5,-115.31470705040776,-534.2328654346571
8.5,-115.93441191943938,-532.0315717660795
8.5,-119.58791138978597,-531.4493389040186
8.5,-115.91942036833758,-531.0148315053632
8.5,-115.55365649462584,-527.623404877326
8.5,-96.7904557271976,-527.2892646402726
8.5,-115.89901424451007,-527.2375154826914
8.5,-116.82963447556088,-527.090113508718
8.5,-3.8508846123815466,-526.9257347616701
8.5,-37.695766959010285,-526.660399973464
8.5,-64.49557384488081,-526.499509328749
8.5,-111.57522573110091,-525.4465737477669
8.5,-118.1633395966059,-524.9886968427894
8.5,-8326.573241481394,-523.3791886755145
8.5,-115.98823061791117,-523.1979537344155
8.5,-116.72239280667819,-522.4689441204786
8.5,-115.99191359261134,-521.1293051647629
8.5,-115.56437823613686,-521.103016877174
8.5,-117.42462577767489,-520.5653269050897
8.5,-115.07687254743759,-519.6362478833412
8.5,-118.26555083873572,-519.524840115395
8.5,-115.60618758568806,-519.1391452515182
8.5,-116.91808558866558,-518.9077698065925
8.5,-9335.862340391572,-518.8846936366806
8.5,-115.93305080601326,-518.6832937358372
8.5,-115.80024961525802,-518.1555803355955
8.5,-66.48864970241065,-517.0567183739282
8.5,-88.772392572235,-516.7273975158746
8.5,-109.21516129983296,-516.4970099764055
8.5,-115.52852628719491,-514.6968058101688
8.5,-115.95103492012241,-512.5715933982076
8.5,-119.30845446073899,-511.60037966228697
8.5,-115.83157579667467,-511.2925584542656
8.5,-115.79638043386711,-508.145493764648
8.5,-96.65002951410091,-507.81309068673073
8.5,-116.22491090768649,-507.72586173980113
8.5,-117.3115035739096,-507.70147076638386
8.5,-37.589475683111594,-507.25187322268465
8.5,-64.40130262288034,-507.0893752509471
8.5,-111.55817947779646,-505.9646878994395
8.5,-3.706935841087201,-505.16518610680095
8.5,-118.93570992281568,-504.864751184212
8.5,-10.014089294689157,-504.6933709427227
8.5,-116.22860665768593,-503.24128050212
8.5,-116.91259735853568,-502.3061274076051
8.5,-116.08391574237677,-501.43827756589525
8.5,-115.65925083174997,-501.07244798476864
8.5,-8978.722064032288,-501.04287677307815
8.5,-117.1813437647611,-500.7684226486518
8.5,-114.9906758559327,-500.16831682680385
8.5,-117.9042035353852,-499.9845689214877
8.5,-115.58202699224333,-499.73608163650795
8.5,-116.74217786928982,-499.55052488576894
8.5,-116.02576236395316,-499.3541923610648
8.5,-115.85842406710518,-498.7297834068481
8.5,-66.3964066807618,-497.6724381302619
8.5,-88.67106387787707,-497.3022311875903
8.5,-109.08702438623271,-497.0856482624515
8.5,-115.74187184944131,-495.1904354764257
8.5,-8773.57854589363,-493.7394299596229
8.5,-116.00624499369661,-493.0281410796228
8.5,-8604.281188687732,-492.5899822017327
8.5,-119.04405198203155,-491.84791037610876
8.5,-115.81182005520616,-491.5596269188363
8.5,-5145.0006729225415,-489.3887358714419
8.5,-116.03665561709256,-488.6856629684875
8.5,-117.78372437282465,-488.41836823191085
8.5,-96.5501341262653,-488.3222698966091
8.5,-116.54490131807906,-488.2508309538368
8.5,-37.4886340441446,-487.8306297396606
8.5,-64.29576979035504,-487.67917376629737
8.5,-111.55004396022213,-486.4944532250565
8.5,-5647.792212145548,-486.405198055539
8.5,-119.68184310716684,-484.4370415736792
8.5,-116.51260708823594,-483.3055045554946
8.5,-117.11320418373981,-482.1680318362627
8.5,-116.18078975583744,-481.7340517354245
8.5,-8866.116406785408,-481.59851242956216
8.5,-115.75041236880696,-481.00128740168867
8.5,-117.06412965061486,-480.9379084800092
8.5,-114.92022608315689,-480.6377454983519
8.5,-115.60048566832074,-480.3241675256782
8.5,-117.6226681666923,-480.2825249202503
8.5,-7440.255848435964,-480.22118455078584
8.5,-3.487476062115418,-480.1299519329094
8.5,-116.10117594101357,-480.07216583857155
8.5,-116.46481862600876,-480.0692082438047
8.5,-115.88177808658854,-479.28700167570526
8.5,-66.28742245187397,-478.28505537466293
8.5,-88.56467754393391,-477.87778525986664
8.5,-108.95695724153143,-477.67797071183077
8.5,-2160.575357857468,-477.3029869428597
8.5,-115.93883994072486,-475.7237747944445
8.5,-116.10728803229975,-473.44279764546025
8.5,-118.77206842571671,-472.07985652458893
8.5,-115.85601486858609,-471.8325738204803
8.5,-118.23862063738922,-469.2648360413631
8.5,-116.28638325940459,-469.26124271456837
8.5,-96.48669389611318,-468.8474128600106
8.5,-116.86785930161145,-468.8128399399776
8.5,-37.386692319079366,-468.4203972500387
8.5,-64.17898741254098,-468.26696270560404
8.5,-111.54614633740802,-467.0495238273545
8.5,-288.7413009432603,-467.02571844454127
8.5,-120.21071884254468,-463.58149100810635
8.5,-116.84270344302763,-463.3910358437473
8.5,-6745.829443663251,-462.6126873065389
8.5,-117.30080201098214,-462.11645050748825
8.5,-116.26240396572992,-462.0581661529527
8.5,-117.13622004384452,-461.10422249163923
8.5,-114.89609281220852,-461.0680806471012
8.5,-116.06402105496007,-461.0606187477357
8.5,-115.39074387059149,-460.97238752321084
8.5,-115.90276580193228,-460.6489022182948
8.5,-117.42154312157673,-460.4743729646276
8.5,-116.37811136665535,-460.33609107742177
8.5,-2709.5377010397865,-460.0848577809301
8.5,-115.87638414670901,-459.8107300790542
8.5,-66.16594350680384,-458.89135007511095
8.5,-88.45075375202381,-458.45631600233463
8.5,-108.81929416835254,-458.28135691202107
8.5,-170.94671540608388,-456.9173924903738
8.5,-116.07816567366757,-456.27610046935064
8.5,-2937.121870747705,-454.9575732944715
8.5,-8379.528694455239,-454.8749306673018
8.5,-7107.2371641084555,-454.1845472837398
8.5,-116.28129232556553,-453.8173353543113
8.5,-118.5382650389864,-452.2123338535217
8.5,-115.95984149783833,-452.13489895101424
8.5,-6389.081754252454,-451.9289667244646
8.5,-3.2518184098652196,-451.7585318033272
8.5,-118.66597104111896,-450.3073383235868
8.5,-116.52940607450495,-449.8988359480964
8.5,-117.19748980985248,-449.42576773662114
8.5,-96.43769384906246,-449.40643862744935
8.5,-8505.399949531553,-449.1804802588928
8.5,-37.270583614817866,-449.0151702555969
8.5,-64.05189168526222,-448.85249864164734
8.5,-111.52808206377071,-447.6345179075228
8.5,-8697.177539964761,-444.4329727588626
8.5,-117.22025780421689,-443.5085921359572
8.5,-120.26794606505581,-442.5056733113349
8.5,-116.35022050804062,-442.428481185614
8.5,-117.43258887645324,-442.13551325365546
8.5,-115.855606912039,-441.5572682230669
8.5,-114.92784862455001,-441.495631252632
8.5,-115.2923408034683,-441.32152876505427
8.5,-117.29161348108094,-441.23994930298977
8.5,-116.00646822402553,-440.872062842286
8.5,-116.44851247754737,-440.6650278067877
8.5,-117.2992473083555,-440.5644465408938
8.5,-115.8741710764839,-440.2821817509338
8.5,-66.03481898552972,-439.49322680750447
8.5,-88.32636605454732,-439.03797199536547
8.5,-108.66396822685176,-438.89588934184366
8.5,-116.15704875401066,-436.7781486086128
8.5,-116.59920784105431,-434.1923484334044
8.5,-8122.086793535595,-433.8742013609656
8.5,-116.10065923540748,-432.49760203513114
8.5,-118.15058551908125,-432.16151145320003
8.5,-119.2298287472092,-431.65489502017164
8.5,-116.72473582626999,-430.60252130710245
8.5,-117.52234461156411,-430.10995640381583
8.5,-96.37981553743289,-429.99998545708615
8.5,-37.140573807214864,-429.6104482863521
8.5,-63.91445991751936,-429.4363866286833
8.5,-111.48109753899364,-428.23447786243946
8.5,-117.6257551081376,-423.6554701268211
8.5,-116.43312592199129,-422.81658737401375
8.5,-7781.534764090138,-422.3360644983034
8.5,-117.57415898117995,-422.16124525007257
8.5,-115.69631213176628,-422.1456503300315
8.5,-115.00036336031253,-421.94491568179166
8.5,-115.30233534884181,-421.6627018320167
8.5,-119.93822236000277,-421.65264660177513
8.5,-117.44105059059864,-421.26369902655176
8.5,-116.03658290465985,-421.0876081834831
8.5,-116.58834671942918,-420.93589114634625
8.5,-115.92750801711854,-420.7172848031398
8.5,-117.27964957454881,-420.5945863244267
8.5,-65.89388354624079,-420.09295496525465
8.5,-2.979966620967291,-419.91228611868354
8.5,-88.18953923090751,-419.6219752309389
8.5,-108.48599825479496,-419.51430442476203
8.5,-8995.978973892683,-419.1084576354834
8.5,-116.23230562699668,-417.1781562931995
8.5,-117.10065575179522,-414.72900731309926
8.5,-116.21499682264482,-412.9124787021138
8.5,-119.76268592133088,-412.7276025867459
8.5,-117.71714354727571,-412.4558898895363
8.5,-4532.773426999612,-412.19582498666256
8.5,-8871.529191129557,-411.44655585183864
8.5,-116.83472680628884,-411.33849886969995
8.5,-117.80891105910915,-410.8794398002153
8.5,-96.29713297277011,-410.61965865429477
8.5,-36.99712261010925,-410.2055884792882
8.5,-63.76601897462679,-410.0190051686013
8.5,-3345.7107696399266,-409.66207655637174
8.5,-111.41112015798196,-408.8309633404652
8.5,-6209.330413365149,-407.6405144629169
8.5,-8782.517361816113,-406.08614875298167
8.5,-118.07533213972415,-403.8123868883064
8.5,-7559.611331449147,-403.5495905246947
8.5,-116.55223382302164,-403.2179953683853
8.5,-115.5512415237636,-402.7632632658434
8.5,-115.10227595011514,-402.4185173615332
8.5,-117.72454972651018,-402.13482788727055
8.5,-115.3652865889853,-402.0382945199847
8.5,-116.05317052480684,-401.3755700166437
8.5,-117.6658945181109,-401.25665498029707
8.5,-116.74149578905609,-401.19900343805807
8.5,-116.09511078205591,-401.163696062577
8.5,-119.50718584816711,-401.13545922259465
8.5,-65.74197646305782,-400.69179126624715
8.5,-117.34179946049875,-400.58827542185065
8.5,-88.03892718916602,-400.2077698955618
8.5,-108.287553864278,-400.1314489542931
8.5,-116.36774937758473,-397.45589285848075
8.5,-117.63870291334172,-395.5923935575491
8.5,-119.9124282456436,-393.72633322993215
8.5,-116.31867038906972,-393.2969335746456
8.5,-117.60610010753219,-392.8781436985979
8.5,-116.86119173166956,-392.04572785228913
8.5,-118.00551370211636,-391.7159025453607
8.5,-96.18017847019617,-391.2551276600558
8.5,-36.83990058536199,-390.8010390361764
8.5,-63.605728274022894,-390.60044917860364
8.5,-111.33326909146223,-389.4220162406235
8.5,-9063.145514442782,-385.0247051736647
8.5,-2.6685721936664035,-384.4156984489083
8.5,-118.56804286765764,-383.9969091555411
8.5,-116.68558364657233,-383.67787615663434
8.5,-115.37912137190058,-383.3648154820633
8.5,-115.21873628001788,-382.9161770693206
8.5,-9269.618252416298,-382.7436376226112
8.5,-115.45310242192015,-382.4742703785344
8.5,-117.82028397603472,-381.9650780502374
8.5,-116.06069575517296,-381.83065029185053
8.5,-7251.178738469411,-381.6944701264321
8.5,-116.34054077973545,-381.58925282281575
8.5,-116.90909893776605,-381.46247910684673
8.5,-118.12753059820146,-381.3350113219569
8.5,-65.57790462325787,-381.2903860590952
8.5,-119.10940186400843,-380.862269503643
8.5,-87.87307237532256,-380.7952932095758
8.5,-108.0703205530861,-380.7470817289975
8.5,-117.47438315354432,-380.5804177565365
8.5,-116.56744673676634,-377.54379803628404
8.5,-118.11043594361757,-376.91472462846394
8.5,-119.87027802005582,-374.6251056206734
8.5,-116.48689486779364,-373.68629688478796
8.5,-117.55289069916296,-373.4460760300591
8.5,-116.8559762296117,-372.6820136359744
8.5,-118.07953130586604,-372.55061306420373
8.5,-96.02255488047001,-371.8959864454527
8.5,-36.668000717332774,-371.3974464945229
8.5,-8940.132859877804,-371.2831532774151
8.5,-63.43271648429085,-371.18066418912446
8.5,-111.25311270102715,-370.01699381715696
8.5,-8721.368079425663,-366.19013036023705
8.5,-116.78862156978295,-364.1753924346286
8.5,-119.09042779022057,-364.17315294925675
8.5,-115.21430831628366,-363.9276073084953
8.5,-5925.859182003798,-363.4762687255988
8.5,-115.31034959870445,-363.4358529376489
8.5,-8638.7423826758,-363.1031441115721
8.5,-115.53606232596606,-362.97694954040657
8.5,-116.08207136814643,-362.3501573890165
8.5,-116.51184487543719,-362.0790979125714
8.5,-117.81904829671852,-361.93937054379273
8.5,-65.40072507569161,-361.8892706807661
8.5,-117.14870924397626,-361.7442772340624
8.5,-118.87860094407596,-361.45064782622256
8.5,-87.68977480643946,-361.3848056047499
8.5,-107.83338866940846,-361.36045665875344
8.5,-117.62980358065005,-360.62517652248084
8.5,-118.88710921109343,-360.56871050569794
8.5,-118.48177713653176,-358.67110627667876
8.5,-116.57022286405878,-357.53615768988686
8.5,-119.7420569891609,-355.4176097641071
8.5,-116.66494086860448,-354.120949729994
8.5,-117.42362383855703,-354.10324712690647
8.5,-7422.135445591132,-353.57624091158465
8.5,-7931.530101430046,-353.39577516253456
8.5,-118.0629548209794,-353.29245361242533
8.5,-116.92229082212752,-353.2444087899865
8.5,-95.81917376936515,-352.53021555716265
8.5,-36.480100333006376,-351.99634515094994
8.5,-63.24610311970935,-351.7595147917988
8.5,-111.16663687964245,-350.62186443826687
8.5,-2.3312809160463246,-345.09135527998245
8.5,-116.85924388268114,-344.6738085284903
8.5,-115.07603678746416,-344.437374455248
8.5,-119.68577675810427,-344.3021176285701
8.5,-115.36038615148212,-343.9773212742457
8.5,-115.57785409858873,-343.52421202414126
8.5,-116.09409189129552,-342.8622861400709
8.5,-116.61124958961989,-342.5898883762928
8.5,-65.20979213783329,-342.4893478041786
8.5,-117.45141503880798,-342.13627828632747
8.5,-117.91155591435724,-342.08953954311687
8.5,-87.4854509135661,-341.97636986350324
8.5,-107.57705171918323,-341.9695275107973
8.5,-119.74683542122015,-341.16842150751484
8.5,-118.86590845451546,-341.1012150035454
8.5,-117.73170241753533,-340.7595532538394
8.5,-118.20703343091186,-339.7709864139878
8.5,-116.58725366775668,-337.7212422264743
8.5,-119.58268286615478,-336.1067185615927
8.5,-117.2291762774281,-334.87519117759274
8.5,-116.72222659298447,-334.4627373163688
8.5,-118.05754050948887,-333.89936602789544
8.5,-117.16785554658838,-333.83864886254617
8.5,-95.5676592881934,-333.1415450595743
8.5,-36.27392837896731,-332.60001143993424
8.5,-63.04507528123596,-332.3368184079857
8.5,-111.07006000738737,-331.23729262251555
8.5,-116.91718279548223,-325.15155489639585
8.5,-114.9706257092934,-324.89431159059825
8.5,-115.37530208197927,-324.5206857203509
8.5,-120.39474237243112,-324.36391296063954
8.5,-115.5783146127323,-324.07204266991613
8.5,-116.10611845181154,-323.3645427304011
8.5,-65.0045394585415,-323.092647975964
8.5,-116.68455826603935,-323.0834149651391
8.5,-117.68109365637129,-322.6584056184243
8.5,-107.3024525698522,-322.57386101194487
8.5,-87.25460174530272,-322.56858810747366
8.5,-118.05245070596376,-322.2870289803328
8.5,-118.4688952840311,-321.44571844544055
8.5,-120.42200035698895,-321.32869329396084
8.5,-117.75284881885113,-321.0539952413526
8.5,-7191.435394647998,-320.74019998693154
8.5,-118.3035095682912,-320.05014846777556
8.5,-116.71731424930958,-317.996993339587
8.5,-8889.423513644393,-316.9266694829605
8.5,-119.43450000119003,-316.6925073429068
8.5,-117.12411780587696,-315.5825990502795
8.5,-116.6061257926697,-314.8647364827732
8.5,-117.44345360108281,-314.49695684528547
8.5,-118.18420319733626,-314.42805040292836
8.5,-95.27365142846759,-313.7085783087154
8.5,-36.044455618838974,-313.21409764549986
8.5,-62.829043569680046,-312.91258683427714
8.5,-110.96012943044396,-311.86431378515033
8.5,-8803.390056311004,-307.062491817873
8.5,-1726.6571496624595,-305.78302938187664
8.5,-116.9853881087031,-305.6050007373515
8.5,-114.9102736116101,-305.3073057050656
8.5,-115.37867645489757,-305.04465771563656
8.5,-115.56637090966909,-304.60452753013567
8.5,-121.21586530740865,-304.2647077345696
8.5,-116.12529519585847,-303.8487131460252
8.5,-64.78341979548728,-303.70342743708585
8.5,-116.7649324346605,-303.5800002973233
8.5,-107.00920294726761,-303.17346553319385
8.5,-86.99038404714602,-303.1561100526782
8.5,-117.8377052939161,-303.137270390221
8.5,-118.2444008133047,-302.48509569998294
8.5,-118.06171370143038,-302.0093442616532
8.5,-1.979725240783312,-301.79292283698703
8.5,-117.86524648644382,-301.4277460243432
8.5,-120.78086256456504,-300.9974191105741
8.5,-118.59328230072526,-300.0961571696614
8.5,-6634.749914136096,-299.9362913930762
8.5,-116.9318929592082,-298.35502230866143
8.5,-119.34589338651003,-297.18834061933427
8.5,-117.04547678756875,-296.1635169406872
8.5,-116.52232395857729,-295.34194501408183
8.5,-117.59318065662734,-295.16321631362575
8.5,-118.46082412756188,-295.05061167205713
8.5,-94.95859743284998,-294.2103749333707
8.5,-35.774027473463484,-293.8469726292711
8.5,-62.59753623214671,-293.4877190345795
8.5,-7638.7820299444975,-292.96620444902663
8.5,-110.83099674021088,-292.5008553143592
8.5,-9137.829728027245,-292.2022531615018
8.5,-8776.72352704186,-287.0177767838537
8.5,-117.08438750977086,-286.03731369453016
8.5,-114.90603522671776,-285.68910302309456
8.5,-115.39853245347642,-285.55460776878755
8.5,-115.56541286720575,-285.1319190078584
8.5,-64.53991676940923,-284.3287528959559
8.5,-116.17192088609349,-284.32161334120246
8.5,-116.84039948237793,-284.09666207149473
8.5,-106.69738068809687,-283.76682284050605
8.5,-86.68883814403736,-283.72711021466245
8.5,-122.02637708592763,-283.666608290873
8.5,-118.04783692273831,-283.62391222631106
8.5,-118.58005006085392,-282.85909487948146
8.5,-117.61181306351018,-282.56694628924345
8.5,-117.92684232447571,-281.6527036527385
8.5,-119.3684126798364,-280.15276182195817
8.5,-8645.090537345719,-280.0618844410714
8.5,-120.52200729434705,-279.92371686823446
8.5,-117.18021299658407,-278.8091585508479
8.5,-7667.915331313825,-277.6199714783662
8.5,-119.32152345919991,-277.6156837648021
8.5,-117.00717082075317,-276.67490719072254
8.5,-116.46212040971596,-275.8433372903802
8.5,-118.86277270303003,-275.8264084431522
8.5,-117.7302157590512,-275.82126811082696
8.5,-94.66141267969944,-274.6426211326236
8.5,-35.40166154285926,-274.4791807400599
8.5,-62.34856723965348,-274.0649339225062
8.5,-110.68195411711945,-273.13942433191585
8.5,-147.5481754332344,-269.22376255975934
8.5,-117.2429891512682,-266.46380072245734
8.5,-115.44289446385439,-266.0717756920809
8.5,-114.96472056494777,-266.04618773385687
8.5,-115.5868563453911,-265.68310595106817
8.5,-64.25683187712688,-264.96985938717523
8.5,-116.25033080677635,-264.8070320590574
8.5,-116.90164427631652,-264.628040973816
8.5,-106.36939008510628,-264.3539174542203
8.5,-86.35684800334275,-264.2673140742514
8.5,-118.26244560666244,-264.18082713225846
8.5,-184.25670026871217,-264.1027934052433
8.5,-8953.229572781667,-263.3853926697079
8.5,-118.81409972986843,-263.3497550507238
8.5,-13.149744431660604,-263.28083357255304
8.5,-117.44858228246095,-262.99538286446295
8.5,-122.0191672041765,-262.4632255718822
8.5,-117.93946955275668,-261.912723571907
8.5,-8978.752536738672,-261.89096105587646
8.5,-119.687528206615,-261.18952100236237
8.5,-117.38080597579359,-259.3095224918191
8.5,-119.18181307845182,-258.0751708658444
8.5,-118.75113890108369,-257.53840866863925
8.5,-117.01942176636543,-257.1585296862209
8.5,-117.94742431247063,-256.5601781100197
8.5,-116.40993701153168,-256.34179515868004
8.5,-120.70533803626557,-256.05928810983113
8.5,-94.41961249647927,-255.033716999099
8.5,-34.98868990918743,-254.9303310277842
8.5,-62.075451621912265,-254.64566535152056
8.5,-1.638765989777378,-254.24843660511135
8.5,-110.52057482566197,-253.77823339617004
8.5,-9109.023665010864,-252.20296502050843
8.5,-117.47950203418632,-246.93628315515576
8.5,-115.50508608610441,-246.61904824095788
8.5,-115.08499136160327,-246.36374768849035
8.5,-115.62783826004647,-246.30358349313238
8.5,-63.92196752044844,-245.60870737381146
8.5,-116.34129151749991,-245.31994314723835
8.5,-116.94089195299384,-245.1703182714033
8.5,-106.02608327577687,-244.93854476410118
